"Event","Frequency"
"VER[name] grounded out to [position] (count)","1"
"[name] stole [base], interference","1"
"[name] flied out to [position], SAC, RBI (count)","703"
"[name] singled to [fieldLocation], advanced to [base] on an error by [position], advanced to [base], RBI (count)","6"
"[name] doubled, ground-rule, RBI (count)","19"
"[name] Pete hit by pitch","1"
"[name] Davio to [position] for [name]","12"
"[name] Richar grounded out to [position] (count)","8"
"[name] homered to [fieldLocation], 3 RBI, unearned (count)","66"
"[name] advanced to [base], advanced to [base] on the throw, scored on an error by [position]","1"
"Chioncio, Joe to [position] for [name]","1"
"Ball fielded by LF [name] who had a good throw to 2B, but late","1"
"[name] reached on a fielding error by [position], assist by [position], SAC, bunt (count)","2"
"[name] out at [base] [position] to [position], interference","8"
"[name] T stole [base]","2"
"[name] advanced to [base] on a throwing error by [position], scored on a fielding error by [position], unearned","2"
"[name] doubled down the [fieldLocation], out at [base] [position] to [position] to [position] to [position] (count)","1"
"[name] tripled to [fieldLocation], scored on a throwing error by [position] (count)","6"
"[name] struck out swinging, reached [base] on a passed ball, advanced to [base]","1"
"[name] pinch ran for [name] Jac","4"
"[name] singled down the [fieldLocation], RBI","60"
"[name] Anthony doubled to [fieldLocation], out at [base] [position] to [position] to [position]","1"
"[name] DAZ doubled to [fieldLocation], ground-rule (count)","1"
"[name] singled, bunt, advanced to [base] on the throw, RBI","1"
"[name] grounded out [position] to [position] to [position], RBI","3"
"6 to [position] for [name]","1"
"[name] A.J. advanced to [base]","5"
"[name] Pete tripled to [fieldLocation] (count)","1"
"HAMMERS,Matt to [position] for [name]","2"
"[name] reached on a fielder's choice, bunt, SAC","1"
"[name] Larr scored","1"
"[name] Ryan walked","2"
"[name] grounded out to [position], SAC (count)","244"
"[name] advanced to [base] on an error by [position], scored on the throw","1"
"[name] reached [base] on an error by [position], assist by [position]","4"
"[name] fouled into double play [position] to [position] (count)","24"
"[name] advanced to [base] on a throwing error by [position], advanced to [base], failed pickoff attempt","26"
"[name] reached on an error by [position], SAC (count)","6"
"[name] ejected by HP umpire Rob Hansen","1"
"NSU's [number] [name] ejected for arguing","1"
"CHANDLER,Gra to [position] for [name]","10"
"[name] out at home [position] to [position] to [position] to [position], caught stealing","15"
"RORIE,[name] struck out swinging (count)","1"
"[name] Alex struck out swinging","2"
"[name] pinch hit for [name] Jere","2"
"T[name] advanced to [base]","2"
"[name] Batter set to [name]","1"
"[name] DAZ reached on a fielder's choice","1"
"[name] T out on the play","1"
"[name] pinch hit for SANDOVAL-EST","1"
"[name] singled, grounded out to [position] unassisted","1"
"[name] reached on an error by [position], assist by [position]","4"
"[name] singled through the right side, out at [base] [position] to [position] to [position], RBI","3"
"[name] reached on an error by [position], bunt (count)","16"
"[name] singled, bunt (count)","699"
"[name] Aust advanced to [base]","7"
"[name] advanced to [base], out at [base] [position] to [position]","282"
"[name] Shan doubled to [fieldLocation] (count)","1"
"[name] reached on an error by [position], SF, RBI, advanced to [base] on the throw (count)","1"
"[name] flied out to [position], bunt (count)","1"
"[name] Ryan pinch hit for [name]","7"
"[name] to [position] for BROOKS,Willi","3"
"[name] doubled, ground-rule, 2 RBI (count)","3"
"[name] reached on a fielder's choice to pitcher, advanced to [base], RBI (count)","1"
"JOHNSON,Came pinch hit for [name]","4"
"[name] Col singled up the middle, RBI (count)","1"
"[name] reached on a muffed throw by [position], assist by [position], SAC, bunt (count)","3"
"[name] TJ grounded out to [position], bunt","1"
"[name] grounded out to [position] unassisted, bunt (count)","80"
"[name] to [position] for RAMSEY, B.","1"
"[name] advanced to [base] on the throw, scored, unearned","1"
"[name] singled to [fieldLocation], out at [base] [position] to [position] to [position] to [position] to [position], RBI","1"
"[name] Jesse struck out swinging","2"
"BROCK[name] singled to [fieldLocation] (count)","1"
"[name] singled to [fieldLocation], bunt, advanced to [base] on a throwing error by [position], advanced to [base] (count)","3"
"[name] Steve reached on a fielder's choice","1"
"Originally ruled a double play. Instead, [name] ruled out and [name]","1"
"[name] doubled to [fieldLocation], 3 RBI (count)","259"
"[name] singled down the [position] line, advanced to [base] on a fielding error by [position], RBI (count)","1"
"[name] Anthony scored","5"
"[name] reached on a throwing error by [position], advanced to [base], RBI (count)","19"
"[name] to [position] for [name] Jac","3"
"[name] Bre grounded into double play [position] to [position] to [position] (count)","2"
"[name] to [position] for [name] B.","1"
"[name] Andre singled to [fieldLocation], RBI (count)","2"
"[name] Jared out at [base] [position] to [position]","1"
"[name] doubled, advanced to [base] on the throw, out at [base] [position] to [position] to [position] to [position], 2 RBI (count)","1"
"[name] struck out swinging, hit into double play [position] unassisted, interference (count)","2"
"[name] reached on a fielder's choice up the middle, RBI (count)","4"
"[name] homered to [fieldLocation], inside the park, RBI","3"
"[name] struck out swinging, bunt","28"
"[name] Gar struck out swinging","1"
"[name] tripled through the left side (count)","1"
"[name] II struck out swinging","1"
"[name] Mitc stole [base]","2"
"[name] advanced to [base] on a passed ball, interference, scored","1"
"RODRIGUEZ,A. to [position] for [name]","1"
"[name] Hunte pinch hit for [name]","1"
"[name] doubled, out at [base] [position] to [position], 2 RBI (count)","4"
"[name] singled through the right side, advanced to [base] on a fielding error by [position], RBI (count)","5"
"[name] reached on a throwing error by [position], assist by [position], advanced to [base] (count)","1"
"[name] to [position] for Hearn. H.","1"
"[name] Larr hit into double play [position] to [position] to [position] (count)","1"
"[name] struck out, reached [base] on a wild pitch","14"
"[name] doubled to [fieldLocation], advanced to [base] on an error by [position], 2 RBI (count)","1"
"[name] advanced to [base], advanced to [base] on a throwing error by [position], scored on a throwing error by [position]","2"
"[name] Anthony flied out to [position]","1"
"[name] Bria to [position] for [name]","18"
"[name] pinch ran for Mc[name]","1"
"Nic [name] homered, 2 RBI","1"
"[name] reached on a dropped fly by [position] down the [position] line","1"
"[name] singled to pitcher, bunt, advanced to [base] on a throwing error by [position], advanced to [base] on the error (count)","2"
"[name] to [position] for [name] Duncan","2"
"[name] to [position] for [name] C.","15"
"[name] DAZ to [position] for [name]","8"
"[name] Shan singled through the right side (count)","1"
"[name] doubled, advanced to [base] on an error by [position], RBI (count)","11"
"VER[name] singled to [fieldLocation] (count)","1"
"[name] Daul struck out looking (count)","3"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] on a fielding error by [position]","1"
"[name] grounded out to [position] down the [position] line, RBI (count)","2"
"[name] to [position] for Lopresti","1"
"RORIE,[name] struck out swinging","2"
"Hicks, M. to [position] for [name]","18"
"[name] grounded into double play [position] to [position] to [position], bunt (count)","10"
"[name] struck out swinging, reached on a fielder's choice (count)","12"
"[name] Antho singled through the right side, RBI (count)","1"
"[name] flied out to [position], SAC, sacrifice fly, RBI","4"
"[name] popped up to [position], SF, RBI (count)","10"
"[name] doubled down the [position] line, scored, scored on a throwing error by [position] (count)","1"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position]","63"
"[name] singled through the left side, advanced to [base] on a fielding error by [position], RBI","4"
"[name] fouled out to [position] down the [fieldLocation]","15"
"[name] singled, reached on a fielder's choice","2"
"Nolan [name] advanced to [base]","6"
"[name] doubled through the left side, RBI (count)","16"
"Chris [name] walked","2"
"[name] reached on an error by [position], advanced to [base] on a throwing error by [position] (count)","1"
"[name] Ryan M struck out looking","1"
"Je [name] out on the play","1"
"[name] singled to pitcher, SAC, bunt, RBI","1"
"[name] singled, 2 RBI, out at [base] [position] to [position] to [position] to [position]","1"
"S. Lidwell to [position] for [name] Blunk","1"
"T[name] grounded into double play [position] to [position] to [position]","2"
"[name] lost fly ball in sun","1"
"[name] advanced to [base], scored on a wild pitch, unearned","1"
"BROCK[name] reached on a muffed throw by [position], assist by [position] (count)","1"
"[name] singled through the left side, 2 RBI, advanced to [base] on the throw (count)","1"
"[name] reached on a throwing error by [position], advanced to [base], SAC","1"
"Hopper up the middle ' 2B [name] had very little on throw to 1B","1"
"[name] struck out swinging, grounded out to [position] unassisted","70"
"[name] Antho reached on a fielder's choice (count)","1"
"[name] Ryan reached [base] on an error by [position]","1"
"Je [name] struck out swinging, out at [base] [position] to [position] (count)","2"
"S. Gipson to [position] for [name]","13"
"[name] reached on a fielding error by [position], SAC, bunt (count)","51"
"[name] advanced to [base] on a wild pitch, advanced to [base] on an error by [position]","12"
"[name] reached on a throwing error by [position], advanced to [base], SAC (count)","2"
"[name] [name] doubled to [fieldLocation], RBI","1"
"[name] doubled down the [fieldLocation], RBI, advanced to [base] on a fielding error by [position] (count)","1"
"[name] reached on a fielder's choice to [fieldLocation], bunt","4"
"[name] flied into double play [position] unassisted","2"
"Trent [name] doubled to [fieldLocation], RBI","1"
"ANDERSON,Tan to [position] for [name]","3"
"[name] Eri out at [base] [position] to [position]","2"
"[name] grounded out to [position] unassisted, SAC (count)","18"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] (count)","23"
"[name] Rei singled through the left side, RBI (count)","3"
"[name] out at home [position] to [position] to [position] to [position] to [position] to [position] to [position] to [position]","1"
"[name] Jac homered to [fieldLocation], RBI (count)","1"
