"Event","Frequency"
"[name] tripled to [fieldLocation], 2 RBI (count); [name] scored; [name] scored ","130"
"[name] Buddy singled to [fieldLocation]; [name] advanced to [base] ","1"
"[name] singled up the middle, RBI, advanced to [base] on the throw; [name] scored ","1"
"COCCIADIFERRO, Matt hit by pitch; [name] advanced to [base]; [name] advanced to [base] ","1"
"[name] reached on a fielder's choice, advanced to [base] on a throwing error by [position], RBI (count); [name] advanced to [base]; [name] scored ","1"
"MCGUIRE to [position] for GERHOLD ","1"
"[name] walked; [name] advanced to [base]; [name] Jawan advanced to [base] ","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw, RBI (count): [name] advanced to [base], out at home [position] to [position]: [name] scored ","1"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] on an error by [position]; [name] out at [base] [position] to [position]; [name] advanced to [base], scored on an error by [position], unearned ","1"
"[name] reached on a fielder's choice, SAC, bunt: [name] advanced to [base] ","1"
"[name] reached on a fielder's choice to pitcher (count): [name] advanced to [base]: [name] out at [base] [position] to [position] ","3"
"MAYCOCK. B. pinch hit for [name] ","1"
"[name] advanced to [base] on a wild pitch, out at [base] [position] to [position]: [name] scored on a wild pitch ","1"
"[name] doubled down the [fieldLocation], ground-rule (count) ","33"
"[name] reached on an error by [position], RBI, unearned (count): [name] advanced to [base]: [name] advanced to [base]: [name] scored, unearned ","1"
"C Almendarez flied out to [position] (count) ","1"
"C. Phelts struck out swinging (count) ","1"
"M. Irving fouled out to [position] (count) ","1"
"[name] reached on a fielder's choice; [name] advanced to [base] on an error by [position]; [name] scored, unearned ","1"
"[name] stole [base], advanced to [base] on an error by [position]: [name] scored ","1"
"LUKE, Bryce grounded out to [position] (count) ","7"
"[name] doubled, 3 RBI; [name] scored; [name] scored; [name] scored, unearned ","1"
"[name] singled to [fieldLocation], RBI (count); [name] advanced to [base]; [name] advanced to [base], scored on a throwing error by [position], unearned; [name] scored ","1"
"[name] Jak popped up to [position] (count) ","3"
"[name] singled through the left side, advanced to [base] on the throw, RBI (count): [name] advanced to [base], advanced to [base] on the throw: [name] scored ","1"
"[name] , picked off ","3"
"[name] homered to [fieldLocation], 3 RBI, unearned: [name] scored, unearned: [name] scored, unearned ","5"
"[name] tripled to [fieldLocation], scored on an error by [position], 2 RBI: [name] scored: [name] scored ","1"
"[name] flied into double play [position] to [position] to [position]: [name] out on the play ","2"
"[name] reached on an error by [position], SAC, bunt, advanced to [base] on the error, advanced to [base] on the error (count)3a [name] advanced to [base], advanced to [base] on the error, scored on the error ","1"
"COSS pinch hit for [name] ","1"
"[name] singled to [fieldLocation], RBI: [name] advanced to [base]: [name] advanced to [base], out at [base] [position] to [position] to [position]: [name] scored ","1"
"[name] singled, out at [base] [position] to [position] to [position] to [position], RBI (count): [name] scored ","1"
"[name] doubled to [fieldLocation], advanced to [base] on a fielding error by [position], RBI (count)3a [name] scored ","2"
"[name] doubled down the [position] line, RBI (count): [name] scored, unearned ","8"
"[name] hit by pitch (count); [name] advanced to [base]; [name] advanced to [base] ","538"
"[name] struck out swinging, reached [base] on a wild pitch (count); [name] advanced to [base]; [name] scored ","5"
"[name] reached on a throwing error by [position], SAC, bunt, advanced to [base] on the error3a [name] advanced to [base], advanced to [base] on the error ","1"
"[name] grounded into double play [position] to [position] to [position]; [name] out on the play; [name] no advance ","1"
"[name] reached on a throwing error by [position], advanced to [base], RBI (count)3a [name] advanced to [base]3a [name] scored, unearned3a [name] scored ","1"
"[name] advanced to [base] on a throwing error by [position], advanced to [base]: [name] scored, unearned ","2"
"[name] singled through the right side, advanced to [base] (count): [name] advanced to [base], advanced to [base] on an error by [position], scored ","1"
"[name] advanced to [base]; [name] advanced to [base]; [name] out at [base] [position] to [position], caught stealing ","1"
"Chamberlin, Jace singled up the middle ","4"
"[name] walked (count); [name] advanced to [base] on a wild pitch ","93"
"[name] Conor to [position] for [name] ","1"
"[number] Payton Lannon and [number] Jermey [name] also ejected ","1"
"[name] flied out to [position] (count)3a [name] scored on a throwing error by [position], unearned ","1"
"[name] advanced to [base] on a throwing error by [position], failed pickoff attempt3a [name] scored on the error ","1"
"[name] reached on a fielder's choice, advanced to [base] (count): [name] advanced to [base]: [name] scored on a muffed throw by [position], unearned: [name] out at home [position] to [position] ","1"
"[name] Sebastia popped up to [position] ","1"
"[name] singled, RBI: [name] scored ","32"
"[name] singled down the [fieldLocation], advanced to [base] on a throwing error by [position] (count) ","2"
"[name] advanced to [base]: [name] advanced to [base] on a passed ball ","43"
"/ to of for [name] ","1"
"Chamberlin, Jace singled through the right side ","3"
"[name] singled to catcher, bunt, advanced to [base] on an error by [position] (count): [name] advanced to [base] ","1"
"D Maciejeski flied out to [position] (count) ","3"
"[name] reached on a fielder's choice (count); [name] advanced to [base] on a muffed throw by [position], assist by [position] ","3"
"[name] reached on a fielding error by [position] up the middle (count): [name] scored, unearned ","1"
"R. Robinette grounded out to [position], bunt ","1"
"[name] flied out to [position], SF, RBI (count); [name] out at [base] [position] to [position] to [position] to [position]; [name] scored, unearned ","1"
"[name] homered to [fieldLocation], 3 RBI (count): GADDIS,Nic scored: ANDERSON,Tan scored ","1"
"[name] singled up the middle (count); [name] advanced to [base], out at [base] [position] to [position]; [name] advanced to [base] ","1"
"[name] doubled to [fieldLocation], out at [base] [position] to [position] to [position] (count); [name] advanced to [base] ","1"
"Mitchell,D grounded out to [position], RBI (count)3a [name] advanced to [base]3a [name] advanced to [base]3a Benavidez,R scored ","1"
"A. Pulcher grounded out to [position] (count) ","1"
"[name] singled, RBI (count)3a [name] advanced to [base], out at [base] [position] to [position] to [position]3a [name] scored ","1"
"Fly ball landed past a diving CF [name] ","1"
"[name] lined out to [position], SF, RBI (count); [name] scored, unearned ","14"
"[name] singled to [fieldLocation], 3 RBI, advanced to [base] on a fielding error by [position] (count); [name] scored, unearned; [name] scored, unearned; [name] scored, unearned ","1"
"FARMER,Garre reached on a fielder's choice up the middle (count); [name] out at [base] [position] to [position] to [position] ","1"
"C. Walker grounded out to [position] (count) ","1"
"[name] singled to [fieldLocation], advanced to [base] on the error, RBI (count): [name] advanced to [base], advanced to [base] on a throwing error by [position]: [name] scored ","1"
"[name] advanced to [base] on a passed ball: [name] advanced to [base] on a passed ball: [name] scored on a passed ball, unearned ","7"
"[name] singled to pitcher (count)3a [name] advanced to [base]3a [name] advanced to [base] ","26"
"[name] Rei out at [base] [position] to [position] to [position] to [position], picked off ","1"
"[name] doubled down the [position] line, ground-rule, RBI (count): [name] advanced to [base]: [name] scored ","2"
"[name] reached on a fielding error by [position]; [name] scored, unearned; [name] scored, unearned ","4"
"[name] reached on a fielder's choice, advanced to [base] on a throwing error by [position]3a [name] out at [base] [position] to [position]3a [name] scored, unearned ","1"
"[name] struck out looking; [name] did not advance ","18"
"[name] reached on an error by [position], SAC, bunt, advanced to [base] on the throw (count); [name] advanced to [base] on an error by [position], advanced to [base], out at home [position] to [position] to [position] ","1"
"[name] Jawan struck out swinging, out at [base] [position] to [position] ","1"
"[name] walked (count): [name] advanced to [base], advanced to [base] on a wild pitch ","2"
"[name] singled (count); [name] advanced to [base] ","46"
"JACKSON,Jayl struck out swinging ","4"
"[name] H singled through the left side, RBI (count); [name] scored ","1"
"Mayeda singled to [fieldLocation]; Burnett advanced to [base] ","2"
"[name] Hunte singled to [fieldLocation], RBI3a [name] scored ","1"
"[name] reached on a fielder's choice (count); [name] advanced to [base] on a throwing error by [position]; [name] out on the play, out at [base] [position] unassisted ","1"
"[name] singled to [fieldLocation], out at [base] [position] to [position], RBI (count): [name] scored, unearned ","1"
"[name] advanced to [base] on a wild pitch: [name] advanced to [base] ","117"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] (count): [name] out at home [position] to [position] to [position] ","1"
"[name] struck out swinging, reached [base] on a wild pitch (count)3a [name] advanced to [base] on a wild pitch3a [name] advanced to [base] on a wild pitch ","1"
"[name] doubled down the [fieldLocation], 3 RBI3a [name] scored3a [name] scored3a [name] scored ","5"
"[name] singled through the right side, 2 RBI; [name] advanced to [base]; [name] scored; [name] scored ","23"
"[name] singled to pitcher, RBI (count); [name] advanced to [base]; [name] scored, unearned ","3"
"[name] reached on an error by [position], advanced to [base], RBI (count); [name] scored ","1"
"[name] reached on a fielder's choice, advanced to [base] on the error, RBI; [name] advanced to [base], advanced to [base] on the error; [name] scored on a throwing error by [position], unearned ","1"
"[name] singled down the [position] line (count); [name] advanced to [base], out at home [position] to [position] ","1"
"[name] singled, out at [base] [position] to [position], RBI (count): [name] advanced to [base]: [name] scored, unearned ","1"
"Barkley hit by pitch ","1"
"Poole to [position] for Callaghan ","1"
"[name] Aus to [position] for [name] Jor ","1"
"BLANKENBERGE out at [base] [position] to [position], picked off ","1"
"[name] reached on a throwing error by [position], advanced to [base] on the error (count); [name] advanced to [base], advanced to [base] on the error ","4"
"[name] struck out swinging, out at [base] [position] to [position] (count); [name] scored on a wild pitch ","2"
