"Event","Frequency"
"StankiewiczD walked","3"
"SCANLON singled to [fieldLocation], RBI (count)","1"
"Wooten struck out swinging","1"
"Bakst,Dan flied out to [position] (count)","7"
"Crose out on the play","1"
"Ball deflected off P Groff's glove","1"
"Holliman grounded out to [position]","2"
"T. Gutirrez grounded out to [position] (count)","1"
"Ole Miss challenged call of hit by pitch. Call confirmed","1"
"MITCHELL,Mal pinch ran for JOHNSON,Came","1"
"Strahm's hit makes Pleschner's run EARNED","1"
"J. Martinez advanced to [base]","4"
"Haston struck out looking (count)","1"
"Provitt reached on an error by [position]","1"
"ID-1595001","1"
"ID-1595000","1"
"W. Belinda hit by pitch (count)","1"
"Fewell advanced to [base]","5"
"Koehring,T walked (count)","2"
"Cluxton pinch ran for Daniels","1"
"J. Kochmansk scored","1"
"Claus to [position]","1"
"Dropped foul ball, E[positionNumber]","160"
"GADDIS,Nic out at [base] [position] to [position], caught stealing","1"
"Coleman advanced to [base]","2"
"THURBER advanced to [base]","2"
"D. Barkley walked","1"
"C. Lewis walked (count)","1"
"Berthiaume to [position]","3"
"N. Sykes grounded out to [position] (count)","1"
"Beal, S. singled to [fieldLocation] (count)","1"
"Prieto,O flied out to [position] (count)","2"
"O. Reyes struck out looking (count)","3"
"Blunk to [position] for Burgess","1"
"C. Maddox grounded out to [position] (count)","1"
"CLEMENT grounded out to [position]","1"
"Kunc popped up to [position] (count)","1"
"Spencer grounded out to [position]","1"
"R. Calvin fouled out to [position]","1"
"B. Dewaine scored","1"
"N Maciejeski struck out swinging (count)","2"
"**hit deep, difficult throw for [position]","1"
"Davis, A. struck out swinging (count)","1"
"10-minute rain delay ended at 3:15 pm","1"
"Eshleman to [position]","1"
"MARSHALL reached on a fielding error by [position]","1"
"HANSEL, D pinch hit for THAMANN, T","1"
"Mason Miller popped up to [position]","1"
"B. Peguero struck out swinging (count)","1"
"Weston advanced to [base]","2"
"B. Dewaine reached on an error by [position]","1"
"LUKE, Bryce walked","6"
"Urban scored","1"
"Demarais advanced to [base]","1"
"StankiewiczD stole [base]","2"
"LUSTER,Antoi to [position] for SAWRIE,Natha","3"
"Geska advanced to [base]","1"
"MacKENZIE, Jake lined out to [position]","1"
"Ghelfi grounded into double play [position] to [position] (count)","1"
"35, 23 strikes","2"
"Dossen,B to [position]","1"
"Huet, S. out at [base] [position] to [position] (count)","1"
"Delaquila, K advanced to [base]","4"
"B. Watson stole [base]","1"
"K. Butler out on the play","1"
"Mitchell,D hit by pitch (count)","3"
"Noah Hoth grounded into double play [position] to [position] to [position] (count)","1"
"Mitchell,D popped up to [position] (count)","1"
"Jerez pinch hit for Dugger","1"
"TARANTINO,Matthew flied out to [position], sacrifice fly, RBI","2"
"Play is under replay review (count)","1"
"Boselli Iii hit by pitch, RBI (count)","1"
"Chamberlin out at [base] [position] to [position] (count)","1"
"Mayeda hit into double play [position] to [position] to [position]","1"
"O. Reyes flied out to [position] (count)","1"
"Weather delay in top 5. 45 minute delay","1"
"Koehring,T struck out swinging, out at [base] [position] to [position] (count)","1"
"Meisenheimer struck out swinging (count)","1"
"MCCAULEY,Dan advanced to [base]","5"
"Benavidez,R struck out swinging (count)","2"
"J. Soto advanced to [base], out at home [position] to [position] to [position]","1"
"Merle tripled to [fieldLocation], RBI","1"
"Lightning delay begins at 7:24 pm","1"
"WALTER,Willi to [position] for SHULSTAD,Dev","2"
"Harvey,J to [position] for 48","1"
"ZIELS, R flied out to [position] (count)","1"
"C. Barrera flied out to [position] (count)","2"
"HARRISON, J to [position] for BUSICK, T","1"
"HELTON lined out to [position], SF, RBI","1"
"Alvarez hit into double play [position] to [position] to [position]","1"
"Jarvis Warne grounded out to [position] (count)","7"
"C. Pepper lined out to [position] (count)","1"
"TARANTINO,Matthew singled through the left side","1"
"Jamesson doubled down the [fieldLocation]","1"
"Siegler reached on a fielder's choice","1"
"Wind-aided popup single","1"
"Game will continue at 12:15 p.m","1"
"MCCAULEY,Dan singled to [fieldLocation]","3"
"Camberlain, Jace lined out to [position]","1"
"GADDIS,Nic advanced to [base] on a balk","1"
"T. Cleveland to [position] for P. Greigo","1"
"Driscoll popped up to [position] (count)","1"
"SANDOVAL-EST scored","2"
"Coss grounded out to [position] (count)","8"
"DeHarty struck out looking","1"
"C. Jones reached on a fielder's choice (count)","1"
"Haston struck out swinging (count)","1"
"TARANTINO,Matthew reached on a fielder's choice","2"
"C. Barrera struck out swinging, out at [base] [position] to [position] (count)","1"
"MAYCOCK. B. struck out looking","1"
"SNIATYSKI reached on a fielder's choice (count)","1"
"Tamez doubled to [fieldLocation] (count)","1"
"Olden,R grounded into double play [position] to [position] to [position] (count)","1"
"D. Ortiz to [position] for J. Panalez","1"
"ANDERSON,Rya scored, unearned","1"
"Dossen,B pinch hit for Nychyk,T","1"
"Castiglione to [position] for Homan","1"
"CLAFLIN popped up to [position]","1"
"A. Dowdy advanced to [base] on a passed ball","1"
"BENTON,Chand to [position] for de los RIOS","1"
"W. Belinda grounded out to [position] unassisted (count)","1"
"MacKENZIE, Jake hit by pitch","3"
"J. Martinez to [position] for N. Babineaux","1"
"LANFERMAN out at [base] [position] to [position] to [position], caught stealing","1"
"M. Zuniga flied out to [position] (count)","2"
"Urban reached on a fielder's choice","2"
"Goliday popped up to [position]","1"
"Ball fielded by CF","1"
"de Wattevill fouled out to [position]","1"
"Etchison out at home [position] to [position]","1"
"Zeschke singled through the left side","1"
"B. Dean out at [base] [position] to [position], picked off","1"
"MITCHELL,Mal flied out to [position] to [fieldLocation] (count)","1"
"R. Quintanil popped up to [position] (count)","2"
"Terrific sliding catch. Dah-nuh-nuh. Dah-nuh-nuh","1"
"Bakst,Dan doubled down the [fieldLocation], RBI (count)","1"
"Holliman struck out swinging","1"
"MONTENEGR0 out at [base] [position] unassisted","1"
"J. Dingess advanced to [base] on a balk","1"
"Claus singled through the left side, RBI (count)","1"
"Rodriguez, M out at [base] [position] to [position], caught stealing","1"
"Closner, O hit by pitch, RBI (count)","1"
"J. Soto fouled out to [position]","1"
"Game Delayed due to lightning at 12:00 pm","1"
"B. Dewaine flied out to [position]","1"
"Parks, K. to [position] for Rodriguez,","1"
"G. Benza struck out swinging (count)","1"
"Kolb hit by pitch","1"
"Mathews grounded out to [position] unassisted (count)","1"
"Sanchez flied out to [position]","1"
"Berthiaume struck out swinging, out at [base] [position] to [position] (count)","1"
"McClain,G homered to [fieldLocation], 3 RBI (count)","1"
"Rain delay starts at 1:16 p.m","1"
"MONTENEGR0 scored","3"
"Benavidez,R doubled down the [position] line","1"
"Chamberlin lined out to [position] (count)","1"
"Play is under review (count)","1"
"Duke coaches challenge on overslide at [base]","1"
"Klohen, A. advanced to [base] on a wild pitch","2"
"Klohen, A. advanced to [base]","8"
"VERLIN,Nate scored on a wild pitch","2"
"Dickerson, D struck out looking (count)","1"
"Berthiaume struck out swinging","2"
"Rosario singled, advanced to [base]","1"
"LUKE, Bryce struck out swinging (count)","10"
"MITCHELL,Mal singled to [fieldLocation] (count)","2"
"Hanosky walked, RBI","1"
"De Los Re, S struck out swinging (count)","2"
"Kararo to [position]","1"
"M. Zuniga advanced to [base] on a passed ball","1"
"Warnimont walked (count)","1"
"N.Maciejeski walked (count)","1"
"Klohen, A. reached on a fielder's choice, bunt","1"
"StankiewiczD out at [base] [position] to [position], SAC, bunt (count)","1"
"J Fonseca lined out to [position] (count)","1"
"Delaquila, K walked (count)","1"
"Angeliny Mad struck out swinging (count)","1"
"A. Barrios advanced to [base]","3"
"ANDERSON,Rya to [position]","1"
"Coss singled to [fieldLocation]","1"
"LANFERMAN singled up the middle","1"
"TARANTINO,Matthew doubled down the [position] line, 2 RBI","1"
"HENN, S advanced to [base]","1"
"D. Barkley struck out looking","1"
"Lorey walked (count)","1"
"J. Lindley struck out looking (count)","1"
"B. Dewaine tripled to [fieldLocation] (count)","1"
"T. Baumann grounded out to [position]","1"
"Przybilla singled up the middle","1"
"TARANTINO,Matthew popped up to [position]","5"
"M. Zuniga walked (count)","1"
"Klohen, A. popped up to [position] (count)","1"
"T. Cleasby flied out to [position] (count)","1"
"MARTIN,Dexte walked","1"
"MONTENEGR0 grounded into double play [position] to [position] to [position] (count)","1"
"T. Childs singled to [fieldLocation], RBI (count)","1"
"32, 14 strikes","1"
"Hearn. H. struck out swinging (count)","2"
"Whitlock, A. struck out looking (count)","1"
"Ken Jacome visits the mound","1"
"Haller advanced to [base]","1"
"J. Lewis pinch hit for C. Collazo","1"
"LUKE, Bryce flied out to [position] to [fieldLocation] (count)","1"
"K. Ashford-J advanced to [base]","2"
"Gaytan grounded into double play [position] to [position] (count)","1"
"Weather delay begins at 7:28 p.m","1"
"B. Watson scored, unearned","1"
"Morris struck out looking (count)","1"
"bryant playing game under protest...misuse of pitcher/dh substitution","1"
"Hulett to [position] for Valdes","1"
"F. Lucska grounded out to [position] unassisted (count)","1"
"Michalak, P. grounded out to [position] (count)","1"
"SANDOVAL-EST scored on a passed ball, unearned","1"
"Koehring,T out at [base] [position] to [position]","1"
"Rivera walked (count)","1"
"T. Baumann singled to [fieldLocation]","1"
"WALTER,Willi to [position] for de los RIOS","2"
"Henriquez singled to [fieldLocation]","1"
"T. Goliday out at [base] [position] unassisted","1"
"Bilinger flied out to [position] (count)","2"
"M. Rinke homered to [fieldLocation], RBI (count)","1"
"Mcshane singled to [fieldLocation]","1"
"Herring struck out swinging (count)","2"
"DelSignore flied out to [position] (count)","1"
"*Saint Joseph's head coach ejected arguing play at [base]","1"
"LANFERMAN walked","1"
"Coss fouled out to [position] (count)","2"
"Mostly sunny, 77 degrees (count)","1"
"Haywayd, Buddy advanced to [base]","4"
"D. Elliott hit by pitch","1"
"Lara grounded out to [position] (count)","1"
"Hard, one-hop smash over 1B glove and down RF line","1"
"Poole to [position] for Callaghan","1"
"Absher popped up to [position]","1"
"COCCIADIFERRO, Matt did not advance","3"
"C. Henderson singled to [fieldLocation] (count)","1"
"C. Collazo grounded out to [position] (count)","1"
"Folena pinch hit for Monson","1"
"De Los Re, S walked (count)","1"
"McLain grounded out to [position]","1"
"R. Ranie struck out swinging, out at [base] [position] to [position] (count)","1"
"CCU head coach Gary Gilmore ejected in the top of the 4th for arguing","1"
"A. Dowdy out at [base] [position] to [position], caught stealing","1"
"M. Hudvagner grounded out to [position] unassisted","1"
"Lunatto out at [base] [position] to [position], caught stealing","1"
"Albright lined out to [position]","1"
"Weather Delay at 1:33 pm","1"
"Letein out at [base] [position] to [position]","1"
"BERTHIAUME flied out to [position] (count)","1"
"BLANC,Eric flied out to [position]","3"
"P. Mueller pinch hit for C. Vandergro","1"
"Grisanti flied out to [position] (count)","3"
"Mampe singled to [fieldLocation] (count)","1"
"Pop-up that fell between LF, CF and SS in no-man's land","1"
"BROOKS,Willi to [position] for BLANC,Eric","1"
"J. Riffle advanced to [base]","2"
"A. King struck out swinging","1"
"Johnathan Mc out at home [position] unassisted","1"
"Rain Delay at 5:31 pm","1"
"Stepped out of the box, while attempting to bunt","1"
"breaking ball goes 5 hole","1"
"Great backhand stab by 3B Webb. Dah-nuh-nuh. Dah-nuh-nuh","1"
"R. Calvin struck out swinging, out at [base] [position] to [position]","1"
"N Pena to [position] for N Maciejeski","1"
"Koehring,T singled to [fieldLocation] (count)","2"
"N Letien singled down the [position] line (count)","1"
"Line drive off of 3B Moretto's glove on a leaping effort","1"
"Mcshane scored","1"
"Bohlmann struck out swinging, out at [base] [position] to [position]","1"
"Fountain, M. struck out looking (count)","1"
"change up in the dirt","1"
"Steinborn,G hit by pitch (count)","1"
"Klohen, A. scored","2"
"Driscoll walked, RBI (count)","1"
"Nychyk,T walked, RBI (count)","1"
"GADDIS,Nic struck out swinging (count)","2"
"BOGGS, A scored","1"
"N. Renaud walked (count)","1"
"Leaping catch at the fence","1"
"Cissell grounded out to [position] (count)","1"
"Line drive off Slaten's right ankle","1"
"Begg struck out swinging","1"
"Fuller struck out swinging","1"
"1B Ben Fasso Ejected Top 6","1"
"K. Butler to [position]","1"
"B. Bilnoski to [position] for J. Roberson","1"
"M. Deneau grounded out to [position] (count)","1"
"Hearn. H. reached on a fielder's choice (count)","1"
"Darr singled to [fieldLocation], RBI","1"
"I. Santos advanced to [base] on a passed ball","1"
"De Los Re, S lined out to [position] (count)","1"
"Sheldon grounded out to [position] unassisted (count)","1"
"Mcshane flied out to [position] to [fieldLocation]","1"
"C. Matthews hit by pitch (count)","1"
"Berthiaume doubled down the [position] line, 2 RBI (count)","1"
"Tony Bova advanced to [base]","2"
"Single off pitchers glove","1"
"LOPEZ,Bradly grounded into double play [position] to [position] to [position] (count)","2"
"Rodgers, R. singled through the right side, RBI (count)","1"
"Abraham walked","1"
"Merle struck out swinging, out at [base] [position] to [position]","1"
"Lindsay reached on a fielder's choice to pitcher","1"
"W. Templett struck out swinging (count)","2"
"Cole struck out swinging","2"
"Thomas popped up to [position] (count)","1"
"Z Vela out at [base] [position] to [position]","1"
"Mathews grounded into double play [position] to [position] to [position] (count)","1"
"Boselli Iii tripled to [fieldLocation] (count)","1"
"Gutierrez advanced to [base]","2"
"Hill popped up to [position] down the [fieldLocation]","1"
"VERLIN,Nate singled up the middle","2"
"E. Dopkowski grounded out to [position] (count)","2"
"StankiewiczD fouled out to [position] (count)","1"
"ANDERSON,Tan advanced to [base]","5"
"Rissler struck out swinging, reached [base] on a wild pitch","1"
"Bruce singled through the left side, 2 RBI","1"
"call is confirmed","2"
"91, 56 strikes","1"
"Richards advanced to [base]","1"
"Pop up that fell behind [base] between 1B, 2B and RF","1"
"Garnder, A. grounded out to [position]","1"
"M. Volmer popped up to [position]","1"
"LUKE, Bryce fouled out to [position]","1"
"L. Mims, Jr. struck out swinging","1"
"Weather delay begins at 11:39 am, and a 1-1 count in the top of the 7th","1"
"Henriquez advanced to [base]","2"
"MARSHALL scored","1"
"RodriguezM struck out swinging (count)","3"
